Category	Name	Duration
Vehicles/Horns_Honks	Horns (3)	1.99s
Vehicles/Horns_Honks	Horns (4)	2.46s
Vehicles/Horns_Honks	Horns (5)	2.3s
Vehicles/Horns_Honks	Horns (6)	2.32s
Vehicles/Horns_Honks	Horns (7)	3.08s
Vehicles/Horns_Honks	Horns (8)	3.19s
Vehicles/Horns_Honks	Horns (9)	1.75s
Vehicles/Horns_Honks	Horns (10)	5.04s
Vehicles/Horns_Honks	Horns (11)	2.38s
Vehicles/Horns_Honks	Horns (12)	3.53s
Vehicles/Horns_Honks	Horns (13)	3.97s
Vehicles/Horns_Honks	Horns (14)	0.71s
Vehicles/Motorcycles	Motorcycle Accelerate (1)	2.11s
Vehicles/Motorcycles	Motorcycle Accelerate (2)	1.75s
Vehicles/Motorcycles	Motorcycle Engine Idle (1)	2.07s
Vehicles/Motorcycles	Motorcycle Engine Rev (1)	1.64s
Vehicles/Motorcycles	Motorcycle Engine Rev (2)	2.15s
Vehicles/Motorcycles	Motorcycles (1)	4.86s
Vehicles/Motorcycles	Motorcycles (2)	3.13s
Vehicles/Motorcycles	Motorcycles (3)	3.29s
Vehicles/Motorcycles	Motorcycles (4)	4.57s
Vehicles/Motorcycles	Motorcycles (5)	4.34s
Vehicles/Motorcycles	Motorcycles (6)	4.96s
Vehicles/Motorcycles	Motorcycles (7)	3.79s
Vehicles/Motorcycles	Motorcycles (8)	4.6s
Vehicles/Motorcycles	Motorcycles (9)	1.36s
Vehicles/Motorcycles	Motorcycles (10)	4.44s
Vehicles/Motorcycles	Motorcycles (11)	4.57s
Vehicles/Skids_Tires	Skids Tires (1)	2.17s
Vehicles/Skids_Tires	Skids Tires (2)	0.89s
Vehicles/Skids_Tires	Skids Tires (3)	2.01s
Vehicles/Skids_Tires	Skids Tires (4)	2.01s
Vehicles/Skids_Tires	Skids Tires (5)	2.77s
Vehicles/Skids_Tires	Skids Tires (6)	4.65s
Vehicles/Skids_Tires	Skids Tires (7)	1.88s
Vehicles/Skids_Tires	Skids Tires (8)	2.43s
Vehicles/Skids_Tires	Skids Tires (9)	2.66s
Vehicles/Skids_Tires	Skids Tires (10)	2.79s
Vehicles/Skids_Tires	Skids Tires (11)	3.47s
Vehicles/Tractors	Tractors (1)	4.52s
Vehicles/Tractors	Tractors (2)	4.55s
Vehicles/Tractors	Tractors (3)	4.55s
Vehicles/Tractors	Tractors (4)	2.32s
Vehicles/Tractors	Tractors (5)	4.62s
Vehicles/Tractors	Tractors (6)	4.99s
Vehicles/Tractors	Tractors (7)	5.46s
Vehicles/Tractors	Tractors (8)	4.15s
Vehicles/Tractors	Tractors (9)	4.94s
Vehicles/Tractors	Tractors (10)	5.15s
Vehicles/Trains	Subway Leaving (1)	10.25s
Vehicles/Trains	Subway Passing (1)	8.37s
Vehicles/Trains	Subway Stopping (1)	8.37s
Vehicles/Trains	Train (1)	2.77s
Vehicles/Trains	Train (2)	4.73s
Vehicles/Trains	Train (3)	4.57s
Vehicles/Trains	Train (4)	4.65s
Vehicles/Trains	Train (5)	4.44s
Vehicles/Trains	Train (6)	4.7s
Vehicles/Trains	Train (7)	4.99s
Vehicles/Trains	Train (8)	4.86s
Vehicles/Trains	Train (9)	3.13s
Vehicles/Trains	Train (10)	2.87s
Vehicles/Trucks_Vans	Trucks Vans (1)	3.34s
Vehicles/Trucks_Vans	Trucks Vans (2)	4.23s
Vehicles/Trucks_Vans	Trucks Vans (3)	4.34s
Vehicles/Trucks_Vans	Trucks Vans (4)	4.39s
Vehicles/Trucks_Vans	Trucks Vans (5)	3.32s
Vehicles/Trucks_Vans	Trucks Vans (6)	4.78s
Vehicles/Trucks_Vans	Trucks Vans (7)	4.96s
Vehicles/Trucks_Vans	Trucks Vans (8)	4.86s
Vehicles/Trucks_Vans	Trucks Vans (9)	5.02s
Vehicles/Trucks_Vans	Trucks Vans (10)	4.41s
Vehicles/Trucks_Vans	Trucks Vans (11)	4.86s
Vehicles/Trucks_Vans	Trucks Vans (12)	4.68s
Vehicles/Trucks_Vans	Trucks Vans (13)	4.73s
Vehicles/Trucks_Vans	Trucks Vans (14)	4.55s
Video_Tunes	Video Tunes (1)	11.18s
Video_Tunes	Video Tunes (2)	2.87s
Video_Tunes	Video Tunes (3)	7.05s
Video_Tunes	Video Tunes (4)	5.04s
Video_Tunes	Video Tunes (5)	4.02s
Video_Tunes	Video Tunes (6)	7.05s
Video_Tunes	Video Tunes (7)	7.65s
Video_Tunes	Video Tunes (8)	4.78s
Video_Tunes	Video Tunes (9)	6.27s
Video_Tunes	Video Tunes (10)	2.72s
Voices/Baby	Baby (1)	1.31s
Voices/Baby	Baby (2)	1.46s
Voices/Baby	Baby (3)	3.58s
Voices/Baby	Baby (4)	0.71s
Voices/Baby	Baby (5)	4.68s
Voices/Baby	Baby (6)	1.99s
Voices/Baby	Baby (7)	1.88s
Voices/Baby	Baby (8)	2.51s
Voices/Baby	Baby (9)	2.35s
Voices/Baby	Baby (10)	2.25s
Voices/Baby	Baby (11)	0.94s
Voices/Baby	Baby (12)	5.28s
Voices/Baby	Baby (13)	4.75s
Voices/Baby	Baby Big Cry (1)	2.11s
Voices/Baby	Baby Cry (1)	2.33s
Voices/Baby	Baby Cry (2)	2.07s
Voices/Baby	Baby Fuss (1)	1.46s
Voices/Chorus	Chorus (1)	6.87s
Voices/Chorus	Chorus (2)	7.16s
Voices/Chorus	Chorus (3)	4.31s
Voices/Chorus	Chorus (4)	4.96s
Voices/Chorus	Chorus (5)	5.2s
Voices/Chorus	Chorus (6)	6.16s
Voices/Chorus	Chorus (7)	6.03s
Voices/Chorus	Chorus (8)	8.39s
Voices/Chorus	Chorus (9)	4.05s
Voices/Chorus	Chorus (10)	6.79s
Voices/Chorus	Chorus (11)	5.85s
Voices/Chorus	Chorus (12)	4.18s
Voices/Chorus	Chorus (13)	2.09s
Voices/Chorus	Chorus (14)	6.03s
Voices/Chorus	Chorus (15)	5.59s
Voices/Crowds	Crowd Applause (1)	2.15s
Voices/Crowds	Crowd Applause (2)	2.11s
Voices/Crowds	Crowd Applause (3)	2.11s
Voices/Crowds	Crowd Applause (4)	2.11s
Voices/Crowds	Crowd Applause (5)	2.15s
Voices/Crowds	Crowd Boo (1)	2.04s
Voices/Crowds	Crowd Boo (2)	2.15s
Voices/Crowds	Crowd Boo (3)	2.07s
Voices/Crowds	Crowd Cheer Med (1)	5.28s
Voices/Crowds	Crowd Excited Cheer (1)	4.23s
Voices/Crowds	Crowds (1)	3.74s
Voices/Crowds	Crowds (2)	6.74s
Voices/Crowds	Crowds (3)	6.77s
Voices/Crowds	Crowds (4)	6.71s
Voices/Crowds	Crowds (5)	5.8s
Voices/Crowds	Crowds (6)	5.3s
Voices/Crowds	Crowds (7)	4.73s
Voices/Crowds	Crowds (8)	3.92s
Voices/Crowds	Crowds (9)	7.34s
Voices/Crowds	Crowds (10)	6.11s
Voices/Crowds	Crowds (11)	7.63s
Voices/Crowds	Crowds (12)	7.08s
Voices/Crowds	Large Crowd Cheer (1)	2.11s
Voices/Crowds	Large Crowd Cheer (2)	2.04s
Voices/Crowds	Large Crowd Cheer (3)	2.11s
Voices/Human	Clear Throat Ahem (1)	1.5s
Voices/Human	Cough (1)	1.82s
Voices/Human	Cough (2)	1.46s
Voices/Human	Cough (3)	1.86s
Voices/Human	Cough (4)	1.46s
Voices/Human	Drinking Slurp (1)	2.25s
Voices/Human	Human (1)	1.12s
Voices/Human	Human (2)	1.75s
Voices/Human	Human (3)	2.56s
Voices/Human	Human (4)	3.63s
Voices/Human	Human (5)	1.83s
Voices/Human	Human (6)	3.45s
Voices/Human	Human (7)	2.19s
Voices/Human	Human (8)	4.13s
Voices/Human	Human (9)	3.16s
Voices/Human	Human (10)	4.26s
Voices/Human	Human (11)	5.28s
Voices/Human	Human (12)	1.7s
Voices/Human	Laughter (1)	1.93s
Voices/Human	Laughter Giggle (1)	1.21s
Voices/Human	Laughter Giggle (2)	1.43s
Voices/Human	Sneeze (1)	0.71s
Voices/Human	Sneeze (2)	0.74s
Water/Bow_Wash	Bow Wash (1)	5.69s
Water/Bow_Wash	Bow Wash (2)	3.81s
Water/Bow_Wash	Bow Wash (3)	4.7s
Water/Bow_Wash	Bow Wash (4)	4.65s
Water/Bow_Wash	Bow Wash (5)	5.49s
Water/Bow_Wash	Bow Wash (6)	4.55s
Water/Bow_Wash	Bow Wash (7)	5.51s
Water/Bow_Wash	Bow Wash (8)	6.09s
Water/Bow_Wash	Bow Wash (9)	4.86s
Water/Bow_Wash	Bow Wash (10)	3.84s
Water/Bow_Wash	Bow Wash (11)	6.32s
Water/Dripping	Dripping (1)	3.76s
Water/Dripping	Dripping (2)	4.94s
Water/Dripping	Dripping (3)	4.83s
Water/Dripping	Dripping (4)	5.07s
Water/Dripping	Dripping (5)	5.07s
Water/Dripping	Dripping (6)	4.99s
Water/Dripping	Dripping (7)	5.93s
Water/Dripping	Water Dripping (1)	4.13s
Water/Dripping	Water Droplets (1)	4.16s
Water/Dripping	Water Droplets (2)	4.85s
Water/Nature	Nature (1)	6.97s
Water/Nature	Nature (2)	5.49s
Water/Nature	Nature (3)	2.72s
Water/Nature	Nature (4)	5.15s
Water/Nature	Nature (5)	3.74s
Water/Nature	Nature (6)	5.9s
Water/Nature	Nature (7)	5.04s
Water/Nature	Nature (8)	7.42s
Water/Nature	Nature (9)	6.74s
Water/Nature	Nature (10)	3.71s
Water/Nature	Nature (11)	1.96s
Water/Ocean	Ocean Wave 1x (1)	2.54s
Water/Ocean	Ocean Wave 1x (2)	2.43s
Water/Ocean	Ocean Wave On Rocks 1x (1)	1.53s
Water/Ocean	Ocean Wave On Rocks 1x (2)	1.82s
Water/Ocean	Ocean Wave Surf (1)	4.77s
Water/Splash_Water	Splash Water (1)	3.92s
Water/Splash_Water	Splash Water (2)	5.07s
Water/Splash_Water	Splash Water (3)	4.65s
Water/Splash_Water	Splash Water (4)	4.88s
Water/Splash_Water	Splash Water (5)	3.71s
Water/Splash_Water	Splash Water (6)	4.99s
Water/Splash_Water	Splash Water (7)	3.63s
Water/Splash_Water	Splash Water (8)	2.87s
Water/Splashes_Sprays	Splashes Sprays (1)	4.23s
Water/Splashes_Sprays	Splashes Sprays (2)	5.59s
Water/Splashes_Sprays	Splashes Sprays (3)	4.18s
Water/Splashes_Sprays	Splashes Sprays (4)	2.12s
Water/Splashes_Sprays	Splashes Sprays (5)	1.85s
Water/Splashes_Sprays	Splashes Sprays (6)	2.22s
Water/Splashes_Sprays	Splashes Sprays (7)	1.31s
Water/Splashes_Sprays	Splashes Sprays (8)	2.46s
Water/Splashes_Sprays	Splashes Sprays (9)	1.12s
Water/Splashes_Sprays	Splashes Sprays (10)	1.38s
Water/Splashes_Sprays	Splashes Sprays (11)	2.43s
Water/Splashes_Sprays	Splashes Sprays (12)	2.14s
Water/Splashes_Sprays	Splashes Sprays (13)	1.72s
Water/Splashes_Sprays	Splashes Sprays (14)	0.81s
Water/Underwater	Underwater (1)	3.03s
Water/Underwater	Underwater (2)	2.85s
Water/Underwater	Underwater (3)	1.02s
Water/Underwater	Underwater (4)	2.85s
Water/Underwater	Underwater (5)	5.07s
Water/Underwater	Underwater (6)	4.13s
Water/Underwater	Underwater (7)	2.74s
Water/Underwater	Underwater (8)	1.62s
Weather/Lightning Strike	Lightning Strike (1)	2.15s
Weather/Lightning Strike	Lightning Strike (2)	2.11s
Weather/Rain	Rain (1)	5.24s
Weather/Rain	Rain (1)	4.88s
Weather/Rain	Rain (2)	5.13s
Weather/Rain	Rain (2)	5.38s
Weather/Rain	Rain (3)	7.81s
Weather/Rain	Rain (3)	4.16s
Weather/Rain	Rain (4)	6.43s
Weather/Rain	Rain (5)	6.53s
Weather/Rain	Rain (6)	7.05s
Weather/Rain	Rain (7)	5.96s
Weather/Rain	Rain (8)	7.26s
Weather/Rain	Rain (9)	5.56s
Weather/Rain	Rain (10)	6.95s
Weather/Rain	Rain On Roof (1)	2.15s
Weather/Rain	Rain Thunder (1)	4.7s
Weather/Thunder	Thunder (1)	6.43s
Weather/Thunder	Thunder (2)	3.19s
Weather/Thunder	Thunder (3)	6.11s
Weather/Thunder	Thunder (4)	3.97s
Weather/Thunder	Thunder (5)	4.78s
Weather/Thunder	Thunder (6)	4.18s
Weather/Thunder	Thunder (7)	4.57s
Weather/Thunder	Thunder (8)	5.43s
Weather/Thunder	Thunder (9)	4.91s
Weather/Thunder	Thunder (10)	6.01s
Weather/Thunder	Thunder (11)	6.63s
Weather/Thunder	Thunder (12)	6.43s
Weather/Thunder	Thunder (13)	4.18s
Weather/Thunder	Thunder Rumble (1)	4.16s
Weather/Thunder	Thunder Rumble (2)	6.07s
Weather/Wind	Strong Wind Desert (1)	4.16s
Weather/Wind	Strong Wind Whistling (1)	3.77s
Weather/Wind	Strong Wind Whistling (2)	3.12s
Weather/Wind	Strong Wind Whistling (3)	5.82s
Weather/Wind	Wind (1)	5.72s
Weather/Wind	Wind (2)	6.16s
Weather/Wind	Wind (3)	5.96s
Weather/Wind	Wind (4)	8.72s
Weather/Wind	Wind (5)	7.37s
Weather/Wind	Wind (6)	5.75s
Weather/Wind	Wind (7)	6.16s
Weather/Wind	Wind (8)	5.46s
Weather/Wind	Wind (9)	6.66s
Weather/Wind	Wind (10)	7.37s
Weather/Wind	Wind Strong Gusting (1)	2.11s
Weather/Wind	Wind Whistling Desert (1)	2.15s
Wood/Breaks	Breaks (1)	1.59s
Wood/Breaks	Breaks (2)	0.78s
Wood/Breaks	Breaks (3)	0.29s
Wood/Breaks	Breaks (4)	0.6s
Wood/Breaks	Breaks (5)	1.18s
Wood/Breaks	Breaks (6)	0.89s
Wood/Breaks	Breaks (7)	0.81s
Wood/Breaks	Breaks (8)	0.55s
Wood/Breaks	Breaks (9)	0.5s
Wood/Breaks	Breaks (10)	0.89s
Wood/Breaks	Breaks (11)	1.31s
Wood/Breaks	Breaks (12)	1.18s
Wood/Breaks	Breaks (13)	0.65s
Wood/Hits	Hits (1)	0.57s
Wood/Hits	Hits (2)	0.94s
Wood/Hits	Hits (3)	0.91s
Wood/Hits	Hits (4)	0.57s
Wood/Hits	Hits (5)	0.44s
Wood/Hits	Hits (6)	1.12s
Wood/Hits	Hits (7)	0.37s
Wood/Hits	Hits (8)	0.34s
Wood/Hits	Hits (9)	0.31s
Wood/Hits	Hits (10)	0.34s
Wood/Hits	Hits (11)	0.37s
Wood/Hits	Hits (12)	0.5s
Wood/Moves	Moves (1)	1.2s
Wood/Moves	Moves (2)	2.64s
Wood/Moves	Moves (3)	3.06s
Wood/Moves	Moves (4)	0.99s
Wood/Moves	Moves (5)	1.75s
Wood/Moves	Moves (6)	4.57s
Wood/Moves	Moves (7)	3.68s
Wood/Moves	Moves (8)	1.59s
Wood/Moves	Moves (9)	1.04s
Wood/Moves	Moves (10)	1.67s
Wood/Squeaks	Squeaks (1)	2.01s
Wood/Squeaks	Squeaks (2)	1.59s
Wood/Squeaks	Squeaks (3)	3.32s
Wood/Squeaks	Squeaks (4)	2.01s
Wood/Squeaks	Squeaks (5)	1.83s
Wood/Squeaks	Squeaks (6)	3.08s
Wood/Squeaks	Squeaks (7)	2.56s
Wood/Squeaks	Squeaks (8)	1.88s
Wood/Squeaks	Squeaks (9)	1.02s
Wood/Squeaks	Squeaks (10)	1.8s
Wood/Squeaks	Squeaks (11)	1.02s
Wood/Squeaks	Squeaks (12)	0.57s
Wood/Squeaks	Squeaks (13)	2.59s
